,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
294,Male,Group d,Bachelor's degree,Standard,Completed,Single,Sometimes,Yes,0,Private car,10-15,67,61,68
295,Female,Group c,Associate's degree,Free,Completed,Single,Sometimes,Yes,2,Private car,0-10,70,68,70
296,Male,Group c,High school,Standard,Start,Married,Regularly,No,3,Private car,5-10,73,66,66
297,Female,Group d,Master's degree,Standard,Completed,Widowed,Never,Yes,3,Private car,5-10,74,80,88
298,Male,Group c,Associate's degree,Standard,Start,Single,Sometimes,No,1,School_bus,5-10,83,72,78
299,Male,Group b,Bachelor's degree,Standard,Start,Married,Sometimes,Yes,2,Private car,0-5,61,69,67
300,Female,Group d,Associate's degree,Free,Start,Single,Regularly,No,1,School_bus,0-5,55,64,63
301,Female,Group c,High school,Free,In progress,Divorced,Sometimes,Yes,2,Own car,0-5,64,77,82
302,Female,Group e,High school,Standard,Start,Married,Never,No,3,Private car,0-10,74,85,78
303,Female,Group c,college degree,Standard,Start,Married,Regularly,Yes,2,Private car,0-5,70,80,80
304,Female,Group c,law degree,Free,Start,Married,Sometimes,Yes,5,Private car,5-10,40,52,51
305,Female,Group c,High school,Free,Start,Divorced,Sometimes,No,1,Own car,0-5,39,45,42
306,Female,Group c,college degree,Standard,Start,Single,Sometimes,Yes,3,School_bus,5-10,82,90,94
307,Male,Group c,college degree,Standard,Start,Married,Sometimes,Yes,1,School_bus,5-10,61,61,62
308,Male,Group a,college degree,Free,Start,Married,Regularly,Yes,2,School_bus,0-10,29,23,19
309,Male,Group c,Associate's degree,Standard,Completed,Married,Sometimes,Yes,5,School_bus,5-10,82,75,77
310,Female,Group b,law degree,Standard,Start,Married,Sometimes,Yes,2,School_bus,0-5,39,54,49
311,Male,Group c,High school,Standard,Start,Single,Regularly,Yes,2,School_bus,0-5,70,59,61
313,Male,Group e,Associate's degree,Standard,Completed,Married,Never,No,3,School_bus,0-10,61,55,52
314,Male,Group b,Associate's degree,Standard,Start,Single,Sometimes,Yes,1,School_bus,5-10,90,78,81
316,Female,Group b,college degree,Free,Start,Married,Regularly,Yes,2,Own car,5-10,62,69,67
317,Male,Group d,law degree,Standard,Completed,Married,Regularly,No,2,Private car,5-10,78,71,70
318,Male,Group c,Associate's degree,Standard,Start,Single,Regularly,Yes,2,Own car,5-10,50,51,44
319,Female,Group b,law degree,Free,Start,Single,Sometimes,No,3,School_bus,0-5,23,37,26
320,Female,Group d,law degree,Free,Completed,Married,Sometimes,Yes,3,School_bus,5-10,35,55,60
321,Male,Group c,High school,Free,Start,Married,Regularly,Yes,1,School_bus,0-10,61,62,54
322,Female,Group c,Professional certification,Standard,Start,Married,Regularly,Yes,0,Own car,5-10,62,74,64
323,Female,Group b,Professional certification,Standard,Completed,Single,Sometimes,Yes,1,School_bus,0-5,66,74,72
324,Male,Group d,Associate's degree,Standard,Completed,Single,Sometimes,Yes,3,Private car,0-5,64,70,65
326,Female,Group c,High school,Standard,Start,Married,Sometimes,Yes,4,Private car,5-10,72,80,75
327,Male,Group b,Professional certification,Standard,Start,Married,Sometimes,No,2,School_bus,5-10,62,61,57
328,Female,Group c,Bachelor's degree,Standard,Completed,Married,Regularly,Yes,0,Own car,0-5,76,93,95
329,Male,Group e,Associate's degree,Standard,Start,Divorced,Regularly,Yes,2,Private car,0-10,92,76,79
330,Female,Group b,Bachelor's degree,Standard,Start,Married,Sometimes,Yes,0,Private car,5-10,52,65,69
332,Female,Group c,college degree,Standard,Completed,Married,Sometimes,No,1,School_bus,0-5,61,76,78
333,Female,Group c,Associate's degree,Standard,Start,Married,Regularly,No,1,Private car,0-5,45,57,57
334,Female,Group c,college degree,Standard,Start,Married,Never,Yes,2,Own car,0-5,55,68,66
335,Female,Group b,Bachelor's degree,Standard,Start,Single,Regularly,No,3,School_bus,0-10,64,74,73
336,Male,Group a,Professional certification,Standard,Start,Married,Sometimes,No,2,Private car,5-10,63,61,61
337,Female,Group c,college degree,Free,Completed,Married,Sometimes,Yes,1,Private car,0-5,40,65,67
338,Female,Group d,college degree,Standard,Start,Divorced,Sometimes,No,1,Private car,0-5,77,88,87
339,Female,Group b,High school,Standard,Start,Married,Never,Yes,1,School_bus,5-10,56,61,57
340,Male,Group b,law degree,Standard,Completed,Single,Regularly,Yes,3,Private car,5-10,87,85,79
341,Female,Group c,college degree,Standard,Start,Single,Regularly,No,2,Private car,5-10,53,58,59
342,Female,Group d,law degree,Free,Start,Single,Sometimes,No,3,School_bus,0-5,26,33,31
343,Male,Group c,college degree,Standard,Start,Divorced,Regularly,Yes,1,School_bus,5-10,60,60,59
344,Male,Group a,Bachelor's degree,Free,Completed,Married,Regularly,No,2,Private car,0-10,51,59,62
345,Male,Group c,High school,Standard,Completed,Married,Sometimes,Yes,2,Own car,5-10,69,58,53
346,Male,Group c,Bachelor's degree,Free,Start,Married,Regularly,Yes,3,Private car,0-10,64,67,63
347,Female,Group a,law degree,Free,Start,Single,Sometimes,Yes,2,Private car,5-10,44,64,58
348,Female,Group d,law degree,Standard,Start,Single,Regularly,Yes,5,School_bus,5-10,71,83,84
349,Male,Group e,college degree,Standard,Start,Married,Regularly,Yes,3,Private car,5-10,86,78,72
350,Female,Group c,college degree,Free,Completed,Single,Sometimes,No,4,School_bus,5-10,45,73,70
351,Male,Group d,law degree,Standard,Start,Single,Sometimes,Yes,0,Private car,0-10,76,75,73
352,Female,Group d,college degree,Standard,Completed,Married,Sometimes,Yes,1,Private car,0-10,84,98,97
353,Female,Group d,Bachelor's degree,Standard,Start,Married,Sometimes,Yes,0,Own car,0-10,60,71,74
354,Female,Group d,law degree,Standard,Start,Single,Sometimes,No,2,School_bus,0-10,82,91,83
355,Female,Group d,Master's degree,Free,Completed,Single,Sometimes,Yes,2,Private car,5-10,85,95,100
356,Female,Group a,law degree,Standard,Start,Single,Sometimes,No,1,Private car,0-10,73,84,78
357,Male,Group a,Bachelor's degree,Standard,Start,Married,Regularly,Yes,1,Private car,5-10,67,64,63
358,Female,Group b,Associate's degree,Standard,Start,Single,Sometimes,Yes,1,School_bus,5-10,80,86,83
359,Male,Group c,Associate's degree,Standard,Completed,Divorced,Sometimes,Yes,0,Private car,0-5,84,98,93
360,Male,Group c,Master's degree,Free,Start,Married,Sometimes,No,2,Own car,5-10,79,82,73
361,Female,Group e,law degree,Free,Start,Divorced,Regularly,Yes,3,Private car,0-10,40,50,47
362,Female,Group a,law degree,Free,Start,Divorced,Never,No,5,Private car,5-10,35,41,40
363,Female,Group e,college degree,Standard,Start,Divorced,Regularly,Yes,2,Private car,5-10,69,77,76
364,Female,Group e,Bachelor's degree,Standard,Start,Single,Sometimes,Yes,0,School_bus,0-5,62,71,68
365,Female,Group c,Professional certification,Free,Start,Widowed,Regularly,Yes,4,School_bus,5-10,58,79,68
366,Female,Group d,High school,Standard,Start,Single,Sometimes,Yes,3,Private car,5-10,62,64,64
367,Male,Group d,Master's degree,Standard,Start,Married,Sometimes,No,1,School_bus,0-5,71,70,75
368,Male,Group e,law degree,Free,Completed,Single,Regularly,Yes,0,Private car,5-10,75,68,60
369,Female,Group d,college degree,Standard,Start,Single,Sometimes,No,3,Private car,0-5,74,66,75
370,Male,Group e,college degree,Standard,Start,Married,Sometimes,Yes,3,School_bus,0-10,78,68,68
371,Male,Group c,Associate's degree,Standard,Completed,Divorced,Regularly,Yes,4,Private car,0-10,60,55,58
372,Female,Group c,law degree,Standard,Completed,Single,Sometimes,No,2,School_bus,5-10,65,74,77
373,Female,Group b,High school,Free,Start,Married,Never,No,5,School_bus,5-10,48,65,61
374,Male,Group b,law degree,Standard,Start,Single,Regularly,Yes,0,School_bus,0-5,73,62,57
375,Male,Group d,law degree,Standard,Start,Single,Never,No,4,Private car,0-5,56,57,51
376,Female,Group c,law degree,Standard,Completed,Married,Regularly,Yes,3,Private car,5-10,60,54,68
377,Male,Group a,college degree,Standard,In progress,Married,Sometimes,No,1,School_bus,10-15,53,43,43
378,Female,Group a,college degree,Free,Start,Married,Regularly,No,2,School_bus,0-10,51,66,57
379,Female,Group d,High school,Standard,Completed,Single,Sometimes,Yes,4,Private car,5-10,88,99,100
380,Female,Group c,High school,Standard,Start,Single,Regularly,Yes,0,School_bus,5-10,55,59,63
381,Female,Group c,law degree,Standard,Start,Married,Regularly,Yes,2,Own car,0-5,62,72,68
382,Male,Group b,Associate's degree,Standard,Completed,Married,Regularly,No,3,School_bus,0-10,68,66,65
383,Female,Group b,Associate's degree,Standard,In progress,Married,Regularly,Yes,3,School_bus,5-10,84,81,78
384,Female,Group d,High school,Free,Completed,Divorced,Sometimes,No,2,School_bus,5-10,52,57,56
385,Male,Group d,Associate's degree,Standard,Completed,Widowed,Never,No,5,School_bus,0-10,86,83,84
387,Male,Group f,college degree,Standard,Completed,Widowed,Regularly,Yes,4,School_bus,5-10,86,84,79
388,Male,Group d,Associate's degree,Standard,Start,Married,Sometimes,Yes,3,Private car,10-15,71,66,60
389,Female,Group c,Professional certification,Free,In progress,Married,Regularly,Yes,3,School_bus,5-10,52,73,80
390,Male,Group e,High school,Standard,Start,Single,Regularly,No,3,Private car,5-10,86,74,70
391,Male,Group c,Bachelor's degree,Standard,Completed,Married,Sometimes,Yes,3,Private car,0-5,68,72,66
392,Male,Group c,Associate's degree,Standard,Start,Married,Sometimes,Yes,3,Own car,0-5,71,71,65
393,Male,Group d,college degree,Standard,Start,Married,Regularly,No,4,Private car,5-10,70,59,63
394,Male,Group e,High school,Free,Completed,Married,Sometimes,No,3,Private car,5-10,57,56,54
395,Female,Group d,High school,Standard,Completed,Married,Regularly,No,2,Own car,0-5,56,57,64
396,Female,Group d,Master's degree,Free,Completed,Divorced,Never,Yes,0,Private car,0-10,47,59,68
397,Female,Group a,law degree,Standard,Completed,Married,Sometimes,Yes,0,Own car,0-5,57,83,78
399,Female,Group f,college degree,Free,Start,Single,Sometimes,Yes,3,School_bus,0-5,60,65,60
400,Male,Group c,Bachelor's degree,Standard,Start,Married,Regularly,Yes,2,School_bus,5-10,88,84,88
401,Male,Group c,law degree,Free,Start,Single,Regularly,Yes,0,Private car,5-10,71,72,66
402,Male,Group a,law degree,Free,In progress,Single,Sometimes,Yes,1,Private car,10-15,65,59,53
403,Male,Group c,law degree,Free,Start,Married,Sometimes,No,3,School_bus,0-10,70,63,55
404,Male,Group f,Associate's degree,Free,Start,Married,Sometimes,Yes,1,Private car,0-5,62,65,57
405,Female,Group c,High school,Standard,Start,Single,Sometimes,Yes,3,School_bus,10-15,61,72,70
406,Male,Group c,High school,Standard,Start,Single,Never,Yes,4,School_bus,0-5,57,54,52
407,Female,Group a,law degree,Free,Start,Divorced,Sometimes,No,2,School_bus,0-5,45,58,49
408,Male,Group c,Professional certification,Standard,Start,Married,Sometimes,No,1,Own car,0-10,75,66,67
409,Male,Group f,college degree,Free,Completed,Married,Sometimes,No,7,Private car,5-10,50,48,53
410,Male,Group d,Associate's degree,Standard,Start,Married,Regularly,Yes,3,School_bus,5-10,77,69,65
411,Male,Group d,Professional certification,Free,Start,Divorced,Sometimes,Yes,1,Private car,5-10,75,66,73
412,Male,Group c,High school,Standard,In progress,Single,Regularly,Yes,0,School_bus,0-5,69,55,51
413,Male,Group d,law degree,Standard,Completed,Married,Sometimes,Yes,0,School_bus,5-10,89,88,82
414,Female,Group c,Professional certification,Standard,Completed,Single,Regularly,No,1,School_bus,5-10,69,82,80
415,Female,Group d,High school,Standard,Start,Married,Sometimes,Yes,2,Own car,10-15,78,81,80
416,Female,Group a,law degree,Free,Start,Married,Sometimes,Yes,2,School_bus,5-10,59,73,69
418,Male,Group a,law degree,Free,Start,Married,Sometimes,Yes,0,School_bus,5-10,79,82,73
419,Female,Group c,law degree,Standard,Completed,Divorced,Regularly,Yes,3,Own car,5-10,69,75,78
421,Male,Group c,High school,Standard,Completed,Single,Regularly,Yes,2,School_bus,0-10,91,83,83
422,Male,Group b,High school,Standard,Start,Widowed,Regularly,Yes,4,School_bus,5-10,48,46,43
423,Male,Group b,Associate's degree,Standard,Start,Single,Regularly,Yes,2,School_bus,5-10,83,74,73
424,Female,Group c,college degree,Free,Completed,Divorced,Sometimes,Yes,3,Private car,5-10,64,85,85
425,Female,Group e,college degree,Standard,Start,Married,Sometimes,Yes,5,School_bus,5-10,100,92,97
426,Female,Group c,Associate's degree,Free,Start,Married,Regularly,No,1,School_bus,0-10,68,79,77
427,Male,Group c,college degree,Free,Start,Married,Never,Yes,3,Private car,0-10,64,57,48
429,Male,Group c,Bachelor's degree,Free,Start,Married,Sometimes,Yes,0,School_bus,5-10,37,56,47
430,Female,Group d,Bachelor's degree,Standard,Start,Divorced,Sometimes,No,3,School_bus,5-10,79,89,89
431,Male,Group d,Associate's degree,Free,Start,Single,Regularly,Yes,1,Own car,5-10,54,54,49
432,Female,Group e,Bachelor's degree,Standard,Start,Married,Regularly,Yes,2,School_bus,10-15,100,100,100
433,Male,Group b,High school,Standard,In progress,Married,Sometimes,No,4,Own car,5-10,72,65,68
434,Male,Group c,Bachelor's degree,Free,Start,Married,Regularly,No,1,Private car,0-5,52,57,55
435,Male,Group b,college degree,Free,Start,Married,Sometimes,Yes,1,School_bus,5-10,54,54,45
436,Female,Group e,college degree,Standard,Start,Divorced,Never,No,1,Private car,5-10,68,68,74
437,Female,Group c,college degree,Free,Start,Widowed,Sometimes,Yes,4,School_bus,5-10,77,90,91
438,Male,Group a,Bachelor's degree,Standard,Completed,Divorced,Sometimes,Yes,2,Private car,5-10,75,58,62
439,Female,Group c,college degree,Standard,Start,Married,Sometimes,No,4,Own car,5-10,84,87,91
440,Female,Group d,Associate's degree,Free,Start,Divorced,Sometimes,No,1,School_bus,0-10,26,31,38
441,Male,Group a,High school,Free,Completed,Married,Regularly,No,7,School_bus,0-10,76,69,67
442,Female,Group a,High school,Free,Completed,Single,Regularly,Yes,3,Private car,5-10,79,89,87
443,Male,Group f,college degree,Standard,Start,Married,Regularly,Yes,2,Private car,5-10,93,75,77
444,Female,Group c,Associate's degree,Standard,Completed,Divorced,Sometimes,No,1,Private car,5-10,83,85,90
445,Female,Group c,High school,Standard,In progress,Married,Regularly,Yes,0,Private car,0-5,62,68,74
446,Female,Group c,Associate's degree,Standard,Completed,Married,Sometimes,Yes,4,School_bus,5-10,68,86,84
447,Female,Group d,law degree,Standard,Start,Married,Sometimes,No,5,Private car,0-10,57,66,60
448,Female,Group b,Associate's degree,Standard,In progress,Single,Sometimes,Yes,2,Private car,5-10,90,90,91
450,Male,Group e,Bachelor's degree,Standard,Completed,Single,Sometimes,Yes,2,School_bus,5-10,76,62,66
451,Male,Group d,Professional certification,Standard,Start,Married,Sometimes,No,1,School_bus,5-10,80,68,72
452,Female,Group d,Master's degree,Standard,Start,Single,Never,Yes,1,Private car,5-10,53,64,70
453,Male,Group e,Associate's degree,Standard,Start,Single,Sometimes,Yes,4,School_bus,0-10,78,72,68
454,Male,Group b,High school,Standard,Completed,Married,Sometimes,Yes,1,Private car,5-10,73,71,68
455,Female,Group d,Associate's degree,Free,In progress,Married,Sometimes,Yes,3,School_bus,5-10,52,59,56
456,Male,Group f,college degree,Free,Start,Married,Sometimes,Yes,2,Private car,0-10,70,69,62
457,Male,Group a,High school,Standard,Start,Divorced,Sometimes,Yes,2,Private car,5-10,59,52,46
458,Female,Group b,Associate's degree,Standard,Start,Single,Regularly,No,3,School_bus,0-5,48,51,54
459,Male,Group c,High school,Standard,Start,Married,Sometimes,No,2,School_bus,0-5,67,72,69
460,Male,Group d,college degree,Free,Start,Married,Sometimes,Yes,3,Private car,5-10,61,47,56
461,Female,Group c,Associate's degree,Free,Start,Married,Sometimes,Yes,4,School_bus,5-10,60,75,74
462,Male,Group b,law degree,Standard,Completed,Divorced,Regularly,Yes,1,School_bus,5-10,65,53,58
464,Female,Group a,Associate's degree,Free,Start,Married,Regularly,No,1,School_bus,0-5,64,84,76
465,Female,Group c,Associate's degree,Standard,In progress,Divorced,Sometimes,Yes,0,Own car,5-10,64,64,70
466,Female,Group c,college degree,Standard,Start,Married,Sometimes,No,1,School_bus,5-10,83,83,90
467,Female,Group c,Bachelor's degree,Standard,Start,Married,Sometimes,Yes,6,School_bus,0-5,78,86,88
468,Female,Group b,High school,Standard,Start,Divorced,Regularly,Yes,2,School_bus,0-5,53,63,68
469,Male,Group d,High school,Standard,Completed,Divorced,Sometimes,Yes,4,Private car,5-10,68,64,66
470,Female,Group c,college degree,Standard,Start,Married,Regularly,No,3,School_bus,0-5,53,47,52
472,Male,Group e,college degree,Standard,Start,Married,Sometimes,Yes,3,School_bus,0-5,73,69,70
473,Female,Group d,Master's degree,Standard,Start,Married,Sometimes,Yes,2,School_bus,5-10,74,80,84
474,Female,Group b,Associate's degree,Standard,Completed,Married,Sometimes,Yes,0,Private car,0-5,91,85,90
475,Male,Group c,college degree,Free,Start,Divorced,Sometimes,Yes,0,School_bus,10-15,63,61,54
476,Female,Group e,Associate's degree,Standard,Completed,Married,Regularly,Yes,3,School_bus,0-10,100,91,96
477,Female,Group d,Master's degree,Free,Start,Single,Regularly,Yes,1,Private car,5-10,41,61,57
478,Female,Group b,law degree,Standard,Start,Married,Sometimes,Yes,3,School_bus,0-5,79,80,78
479,Male,Group a,High school,Standard,Start,Married,Regularly,Yes,1,School_bus,5-10,70,71,67
480,Male,Group c,Professional certification,Standard,Start,Single,Sometimes,No,3,Private car,5-10,79,78,77
481,Female,Group c,Bachelor's degree,Standard,Start,Married,Regularly,No,1,Private car,5-10,88,93,89
482,Male,Group d,college degree,Standard,Start,Married,Sometimes,No,3,Own car,5-10,76,71,73
484,Male,Group d,law degree,Free,Start,Married,Regularly,No,2,School_bus,0-5,61,48,52
485,Female,Group b,law degree,Standard,Completed,Divorced,Regularly,Yes,3,Private car,5-10,55,61,63
486,Female,Group b,Master's degree,Free,Completed,Single,Sometimes,Yes,3,School_bus,5-10,77,97,94
487,Female,Group c,law degree,Standard,Completed,Married,Sometimes,No,1,Private car,5-10,76,87,85
488,Female,Group d,college degree,Standard,Start,Married,Sometimes,No,1,Private car,10-15,74,89,84
489,Female,Group e,college degree,Standard,Completed,Divorced,Never,Yes,1,School_bus,5-10,64,72,71
490,Female,Group d,law degree,Standard,Completed,Single,Regularly,No,1,School_bus,5-10,67,79,79
491,Female,Group b,High school,Free,Completed,Married,Sometimes,No,5,School_bus,5-10,67,78,79
492,Male,Group d,Professional certification,Standard,Start,Married,Sometimes,No,3,Private car,5-10,71,49,52
493,Female,Group c,Associate's degree,Standard,Start,Single,Sometimes,Yes,4,Private car,5-10,91,86,84
494,Male,Group f,Bachelor's degree,Standard,Start,Married,Sometimes,Yes,5,Private car,0-10,71,58,58
